uniprot_id,Reviewed,Gene Names,Organism,Length,pathogen,disease_name
O26102,reviewed,pdxJ HP_1582,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),262,helicobacter_pylori,Helicobacter pylori infection
O26103,reviewed,pdxA HP_1583,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),307,helicobacter_pylori,Helicobacter pylori infection
P0A0R3,reviewed,groES groS hsp10 hspA mopB HP_0011,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),118,helicobacter_pylori,Helicobacter pylori infection
P0A0S1,reviewed,flaA HP_0601,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),510,helicobacter_pylori,Helicobacter pylori infection
P0A0V0,reviewed,lpp20 HP_1456,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),175,helicobacter_pylori,Helicobacter pylori infection
P0A0V6,reviewed,hpn HP_1427,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),60,helicobacter_pylori,Helicobacter pylori infection
P0A0X4,reviewed,rpsL HP_1197,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),135,helicobacter_pylori,Helicobacter pylori infection
P0DUM5,reviewed,aapA3 HP_1432.1,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),30,helicobacter_pylori,Helicobacter pylori infection
P21762,reviewed,ahpC tsaA HP_1563,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),198,helicobacter_pylori,Helicobacter pylori infection
P25178,reviewed,lspA ureD HP_0074,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),157,helicobacter_pylori,Helicobacter pylori infection
P41259,reviewed,cysS HP_0886,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),465,helicobacter_pylori,Helicobacter pylori infection
P43312,reviewed,sodB HP_0389,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),213,helicobacter_pylori,Helicobacter pylori infection
P48285,reviewed,eno HP_0154,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),426,helicobacter_pylori,Helicobacter pylori infection
P48370,reviewed,gyrA HP_0701,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),827,helicobacter_pylori,Helicobacter pylori infection
P52093,reviewed,ftnA pfr HP_0653,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),167,helicobacter_pylori,Helicobacter pylori infection
P55971,reviewed,gapA gap HP_0921,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),332,helicobacter_pylori,Helicobacter pylori infection
P55972,reviewed,infB HP_1048,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),944,helicobacter_pylori,Helicobacter pylori infection
P55979,reviewed,bcp HP_0136,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),152,helicobacter_pylori,Helicobacter pylori infection
P55980,reviewed,cagA cag26 cai HP_0547,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),1186,helicobacter_pylori,Helicobacter pylori infection
P55981,reviewed,vacA HP_0887,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),1290,helicobacter_pylori,Helicobacter pylori infection
P55982,reviewed,nrdA HP_0680,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),788,helicobacter_pylori,Helicobacter pylori infection
P55983,reviewed,nrdB HP_0364,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),341,helicobacter_pylori,Helicobacter pylori infection
P55984,reviewed,uppS HP_1221,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),234,helicobacter_pylori,Helicobacter pylori infection
P55985,reviewed,truD HP_0926,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),381,helicobacter_pylori,Helicobacter pylori infection
P55987,reviewed,atpA HP_1134,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),503,helicobacter_pylori,Helicobacter pylori infection
P55988,reviewed,atpD HP_1132,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),469,helicobacter_pylori,Helicobacter pylori infection
P55990,reviewed,gdhA HP_0380,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),448,helicobacter_pylori,Helicobacter pylori infection
P55992,reviewed,gyrB HP_0501,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),773,helicobacter_pylori,Helicobacter pylori infection
P55993,reviewed,rpoD HP_0088,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),671,helicobacter_pylori,Helicobacter pylori infection
P55994,reviewed,dnaK HP_0109,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),620,helicobacter_pylori,Helicobacter pylori infection
P55996,reviewed,tsaD gcp HP_1584,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),340,helicobacter_pylori,Helicobacter pylori infection
P56000,reviewed,valS HP_1153,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),874,helicobacter_pylori,Helicobacter pylori infection
P56001,reviewed,rpoA HP_1293,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),344,helicobacter_pylori,Helicobacter pylori infection
P56003,reviewed,tuf tufA HP_1205,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),399,helicobacter_pylori,Helicobacter pylori infection
P56005,reviewed,ffh HP_1152,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),448,helicobacter_pylori,Helicobacter pylori infection
P56007,reviewed,scoB HP_0692,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),207,helicobacter_pylori,Helicobacter pylori infection
P56011,reviewed,rpsD HP_1294,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),208,helicobacter_pylori,Helicobacter pylori infection
P56059,reviewed,era HP_0517,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),301,helicobacter_pylori,Helicobacter pylori infection
P56061,reviewed,panC HP_0006,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),276,helicobacter_pylori,Helicobacter pylori infection
P56063,reviewed,icd HP_0027,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),425,helicobacter_pylori,Helicobacter pylori infection
P56067,reviewed,cysM cysK HP_0107,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),306,helicobacter_pylori,Helicobacter pylori infection
P56068,reviewed,murI glr HP_0549,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),255,helicobacter_pylori,Helicobacter pylori infection
P56069,reviewed,metB HP_0106,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),380,helicobacter_pylori,Helicobacter pylori infection
P56070,reviewed,ppsA HP_0121,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),812,helicobacter_pylori,Helicobacter pylori infection
P56071,reviewed,thrS HP_0123,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),612,helicobacter_pylori,Helicobacter pylori infection
P56074,reviewed,hemB HP_0163,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),323,helicobacter_pylori,Helicobacter pylori infection
P56075,reviewed,ndk HP_0198,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),137,helicobacter_pylori,Helicobacter pylori infection
P56077,reviewed,pth HP_1497,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),186,helicobacter_pylori,Helicobacter pylori infection
P56084,reviewed,atpC HP_1131,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),123,helicobacter_pylori,Helicobacter pylori infection
P56087,reviewed,atpE HP_1212,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),105,helicobacter_pylori,Helicobacter pylori infection
P56088,reviewed,guaB HP_0829,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),481,helicobacter_pylori,Helicobacter pylori infection
P56089,reviewed,glyA HP_0183,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),416,helicobacter_pylori,Helicobacter pylori infection
P56096,reviewed,ftsW HP_1560,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),388,helicobacter_pylori,Helicobacter pylori infection
P56097,reviewed,ftsZ HP_0979,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),385,helicobacter_pylori,Helicobacter pylori infection
P56098,reviewed,mrdB rodA HP_0743,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),381,helicobacter_pylori,Helicobacter pylori infection
P56102,reviewed,map HP_1299,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),253,helicobacter_pylori,Helicobacter pylori infection
P56104,reviewed,adk HP_0618,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),191,helicobacter_pylori,Helicobacter pylori infection
P56105,reviewed,polA HP_1470,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),891,helicobacter_pylori,Helicobacter pylori infection
P56106,reviewed,pyrH HP_0777,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),240,helicobacter_pylori,Helicobacter pylori infection
P56107,reviewed,hemH HP_0376,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),334,helicobacter_pylori,Helicobacter pylori infection
P56109,reviewed,fba HP_0176,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),307,helicobacter_pylori,Helicobacter pylori infection
P56110,reviewed,zwf HP_1101,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),425,helicobacter_pylori,Helicobacter pylori infection
P56111,reviewed,edd HP_1100,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),608,helicobacter_pylori,Helicobacter pylori infection
P56115,reviewed,hemL HP_0306,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),430,helicobacter_pylori,Helicobacter pylori infection
P56116,reviewed,htpG HP_0210,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),621,helicobacter_pylori,Helicobacter pylori infection
P56120,reviewed,rnhA HP_0661,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),143,helicobacter_pylori,Helicobacter pylori infection
P56121,reviewed,rnhB HP_1323,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),209,helicobacter_pylori,Helicobacter pylori infection
P56123,reviewed,rnr vacB HP_1248,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),644,helicobacter_pylori,Helicobacter pylori infection
P56124,reviewed,proS HP_0238,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),577,helicobacter_pylori,Helicobacter pylori infection
P56125,reviewed,hemA HP_0239,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),449,helicobacter_pylori,Helicobacter pylori infection
P56126,reviewed,lysS HP_0182,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),501,helicobacter_pylori,Helicobacter pylori infection
P56127,reviewed,metG HP_0417,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),650,helicobacter_pylori,Helicobacter pylori infection
P56129,reviewed,lysA HP_0290,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),405,helicobacter_pylori,Helicobacter pylori infection
P56131,reviewed,miaB HP_0269,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),437,helicobacter_pylori,Helicobacter pylori infection
P56133,reviewed,pcm HP_0363,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),209,helicobacter_pylori,Helicobacter pylori infection
P56137,reviewed,purA HP_0255,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),411,helicobacter_pylori,Helicobacter pylori infection
P56139,reviewed,dxr HP_0216,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),368,helicobacter_pylori,Helicobacter pylori infection
P56140,reviewed,hemC HP_0237,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),306,helicobacter_pylori,Helicobacter pylori infection
P56143,reviewed,rpoN HP_0714,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),414,helicobacter_pylori,Helicobacter pylori infection
P56144,reviewed,truA hisT HP_0361,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),242,helicobacter_pylori,Helicobacter pylori infection
P56145,reviewed,pheT HP_0402,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),764,helicobacter_pylori,Helicobacter pylori infection
P56146,reviewed,pheS HP_0403,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),328,helicobacter_pylori,Helicobacter pylori infection
P56148,reviewed,radA sms HP_0223,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),448,helicobacter_pylori,Helicobacter pylori infection
P56149,reviewed,aspA HP_0649,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),468,helicobacter_pylori,Helicobacter pylori infection
P56153,reviewed,ppa HP_0620,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),173,helicobacter_pylori,Helicobacter pylori infection
P56155,reviewed,pyrF HP_0005,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),227,helicobacter_pylori,Helicobacter pylori infection
P56156,reviewed,clpP HP_0794,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),196,helicobacter_pylori,Helicobacter pylori infection
P56162,reviewed,pyrE HP_1257,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),201,helicobacter_pylori,Helicobacter pylori infection
P56188,reviewed,rpe HP_1386,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),217,helicobacter_pylori,Helicobacter pylori infection
P56189,reviewed,murA murZ HP_0648,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),422,helicobacter_pylori,Helicobacter pylori infection
P56191,reviewed,ddl ddlA HP_0738,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),347,helicobacter_pylori,Helicobacter pylori infection
P56195,reviewed,deoB HP_1179,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),413,helicobacter_pylori,Helicobacter pylori infection
P56196,reviewed,gpmI pgm HP_0974,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),491,helicobacter_pylori,Helicobacter pylori infection
P56197,reviewed,aroA HP_0401,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),429,helicobacter_pylori,Helicobacter pylori infection
P56396,reviewed,trpS HP_1253,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),326,helicobacter_pylori,Helicobacter pylori infection
P56411,reviewed,dgkA HP_0700,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),128,helicobacter_pylori,Helicobacter pylori infection
P56414,reviewed,moaA HP_0768,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),321,helicobacter_pylori,Helicobacter pylori infection
P56415,reviewed,mobA HP_0769,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),201,helicobacter_pylori,Helicobacter pylori infection
P56417,reviewed,tyrS HP_0774,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),402,helicobacter_pylori,Helicobacter pylori infection
P56419,reviewed,def HP_0793,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),174,helicobacter_pylori,Helicobacter pylori infection
P56420,reviewed,tig HP_0795,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),451,helicobacter_pylori,Helicobacter pylori infection
P56422,reviewed,moaE HP_0800,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),145,helicobacter_pylori,Helicobacter pylori infection
P56427,reviewed,motB HP_0816,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),257,helicobacter_pylori,Helicobacter pylori infection
P56428,reviewed,uvrC HP_0821,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),594,helicobacter_pylori,Helicobacter pylori infection
P56429,reviewed,hom HP_0822,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),421,helicobacter_pylori,Helicobacter pylori infection
P56431,reviewed,trxB HP_0825,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),311,helicobacter_pylori,Helicobacter pylori infection
P56452,reviewed,alaS HP_1241,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),847,helicobacter_pylori,Helicobacter pylori infection
P56456,reviewed,ileS HP_1422,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),920,helicobacter_pylori,Helicobacter pylori infection
P56458,reviewed,serS HP_1480,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),415,helicobacter_pylori,Helicobacter pylori infection
P56460,reviewed,metK HP_0197,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),385,helicobacter_pylori,Helicobacter pylori infection
P56462,reviewed,folE HP_0928,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),180,helicobacter_pylori,Helicobacter pylori infection
P56463,reviewed,deoD HP_1178,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),233,helicobacter_pylori,Helicobacter pylori infection
P56464,reviewed,acpP HP_0559,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),78,helicobacter_pylori,Helicobacter pylori infection
P56465,reviewed,pyrC HP_0581,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),339,helicobacter_pylori,Helicobacter pylori infection
P56466,reviewed,rho HP_0550,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),438,helicobacter_pylori,Helicobacter pylori infection
P56467,reviewed,folD HP_0577,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),290,helicobacter_pylori,Helicobacter pylori infection
P56468,reviewed,purB HP_1112,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),440,helicobacter_pylori,Helicobacter pylori infection
P56474,reviewed,uvrA HP_0705,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),935,helicobacter_pylori,Helicobacter pylori infection
P56737,reviewed,trpD HP_1280,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),335,helicobacter_pylori,Helicobacter pylori infection
P60325,reviewed,rpoZ HP_0776,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),74,helicobacter_pylori,Helicobacter pylori infection
P65185,reviewed,ispH lytB HP_0400,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),274,helicobacter_pylori,Helicobacter pylori infection
P71404,reviewed,clpB HP_0264,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),856,helicobacter_pylori,Helicobacter pylori infection
P77872,reviewed,katA HP_0875,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),505,helicobacter_pylori,Helicobacter pylori infection
P94842,reviewed,ybgC HP_0496,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),133,helicobacter_pylori,Helicobacter pylori infection
P94844,reviewed,dapB HP_0510,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),254,helicobacter_pylori,Helicobacter pylori infection
P94845,reviewed,glnA HP_0512,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),481,helicobacter_pylori,Helicobacter pylori infection
P96551,reviewed,gltX1 HP_0476,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),463,helicobacter_pylori,Helicobacter pylori infection
P97245,reviewed,cagT cag12 HP_0532,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),280,helicobacter_pylori,Helicobacter pylori infection
Q09065,reviewed,ureF HP_0069,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),254,helicobacter_pylori,Helicobacter pylori infection
Q48260,reviewed,moaC HP_0798,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),158,helicobacter_pylori,Helicobacter pylori infection
Q48269,reviewed,pssA ptr HP_1071,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),237,helicobacter_pylori,Helicobacter pylori infection
Q48271,reviewed,copP HP_1073,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),66,helicobacter_pylori,Helicobacter pylori infection
O05730,reviewed,vdlC HP_0890,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),284,helicobacter_pylori,Helicobacter pylori infection
O05731,reviewed,HP_0889,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),326,helicobacter_pylori,Helicobacter pylori infection
O05732,reviewed,HP_0888,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),255,helicobacter_pylori,Helicobacter pylori infection
O06912,reviewed,frdC HP_0193,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),255,helicobacter_pylori,Helicobacter pylori infection
O07680,reviewed,HP_1070,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),84,helicobacter_pylori,Helicobacter pylori infection
O24853,reviewed,nusB HP_0001,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),138,helicobacter_pylori,Helicobacter pylori infection
O24855,reviewed,cynT HP_0004,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),221,helicobacter_pylori,Helicobacter pylori infection
O24864,reviewed,cheV1 HP_0019,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),321,helicobacter_pylori,Helicobacter pylori infection
O24876,reviewed,HP_0035,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),97,helicobacter_pylori,Helicobacter pylori infection
O24924,reviewed,thrC HP_0098,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),486,helicobacter_pylori,Helicobacter pylori infection
O24933,reviewed,hrcA HP_0111,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),266,helicobacter_pylori,Helicobacter pylori infection
O24980,reviewed,pseI HP_0178,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),340,helicobacter_pylori,Helicobacter pylori infection
O24991,reviewed,lpxD HP_0196,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),336,helicobacter_pylori,Helicobacter pylori infection
O24999,reviewed,mrp HP_0207,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),368,helicobacter_pylori,Helicobacter pylori infection
O25016,reviewed,kdsB HP_0230,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),243,helicobacter_pylori,Helicobacter pylori infection
O25018,reviewed,HP_0232,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),215,helicobacter_pylori,Helicobacter pylori infection
O25028,reviewed,flgI HP_0246,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),342,helicobacter_pylori,Helicobacter pylori infection
O25039,reviewed,xseA HP_0259,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),420,helicobacter_pylori,Helicobacter pylori infection
O25042,reviewed,hpyAIR HP_0262,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),193,helicobacter_pylori,Helicobacter pylori infection
O25045,reviewed,pyrC' HP_0266,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),378,helicobacter_pylori,Helicobacter pylori infection
O25088,reviewed,tatA HP_0320,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),79,helicobacter_pylori,Helicobacter pylori infection
O25092,reviewed,flgH HP_0325,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),237,helicobacter_pylori,Helicobacter pylori infection
O25094,reviewed,pseH HP_0327,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),180,helicobacter_pylori,Helicobacter pylori infection
O25098,reviewed,minD HP_0331,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),268,helicobacter_pylori,Helicobacter pylori infection
O25099,reviewed,minE HP_0332,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),77,helicobacter_pylori,Helicobacter pylori infection
O25101,reviewed,HP_0334,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),134,helicobacter_pylori,Helicobacter pylori infection
O25114,reviewed,HP_0347,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),298,helicobacter_pylori,Helicobacter pylori infection
O25138,reviewed,rsmE HP_0374,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),226,helicobacter_pylori,Helicobacter pylori infection
O25150,reviewed,cmoA HP_0388,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),243,helicobacter_pylori,Helicobacter pylori infection
O25154,reviewed,cheV3 HP_0393,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),311,helicobacter_pylori,Helicobacter pylori infection
O25156,reviewed,HP_0395,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),222,helicobacter_pylori,Helicobacter pylori infection
O25173,reviewed,cmoB HP_0419,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),261,helicobacter_pylori,Helicobacter pylori infection
O25254,reviewed,hslU HP_0516,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),443,helicobacter_pylori,Helicobacter pylori infection
O25300,reviewed,lepB HP_0576,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),290,helicobacter_pylori,Helicobacter pylori infection
O25369,reviewed,bamA HP_0655,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),916,helicobacter_pylori,Helicobacter pylori infection
O25371,reviewed,ymxG HP_0657,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),432,helicobacter_pylori,Helicobacter pylori infection
O25411,reviewed,rsmH mraW HP_0707,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),308,helicobacter_pylori,Helicobacter pylori infection
O25425,reviewed,dcuA HP_0724,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),443,helicobacter_pylori,Helicobacter pylori infection
O25427,reviewed,dus HP_0727,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),328,helicobacter_pylori,Helicobacter pylori infection
O25428,reviewed,tilS HP_0728,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),336,helicobacter_pylori,Helicobacter pylori infection
O25436,reviewed,HP_0736,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),369,helicobacter_pylori,Helicobacter pylori infection
O25441,reviewed,HP_0745,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),327,helicobacter_pylori,Helicobacter pylori infection
O25455,reviewed,rny HP_0760,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),529,helicobacter_pylori,Helicobacter pylori infection
O25474,reviewed,lolA HP_0785,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),184,helicobacter_pylori,Helicobacter pylori infection
O25488,reviewed,acpS HP_0808,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),119,helicobacter_pylori,Helicobacter pylori infection
