drugbank_id,disease,label
DB00640,hypoplastic left heart syndrome,1
DB08808,glaucoma,1
DB12161,osteoporosis-pseudoglioma syndrome,1
DB00604,hypertriglyceridemia,0
DB08872,hypertriglyceridemia,0
DB00379,optic atrophy,0
DB01340,multiple myeloma,0
DB08906,neuroblastoma,0
DB05185,vitiligo,0
DB01074,long qt syndrome,0
DB00864,glaucoma,0
DB00091,nephrotic syndrome,1
DB00613,holoprosencephaly,0
DB00619,fanconi anemia,0
DB11823,diabetic retinopathy,0
DB09570,idiopathic pulmonary fibrosis,0
DB11855,prader-willi syndrome,0
DB00863,glioma,0
DB00355,coronary artery disease,0
DB00642,glioma,1
DB00603,disseminated intravascular coagulation,0
DB01141,multiple myeloma,0
DB00753,idiopathic pulmonary fibrosis,1
DB06690,osteoporosis-pseudoglioma syndrome,0
DB00426,optic atrophy,0
DB03255,osteoporosis,0
DB15444,frontotemporal lobar degeneration,0
DB00987,coronary artery disease,1
DB00920,asthma,1
DB00153,osteoporosis,1
DB00642,burkitt lymphoma,1
DB00703,obsessive-compulsive disorder,0
DB00103,burkitt lymphoma,0
DB00151,retinitis pigmentosa,0
DB00641,long qt syndrome,1
DB01685,meningioma,0
DB01053,nephrotic syndrome,0
DB15825,malaria,0
DB08816,osteoporosis,0
DB01409,idiopathic pulmonary fibrosis,1
DB00741,q fever,0
DB09568,hypertriglyceridemia,1
DB00553,hyperprolactinemia,0
DB04574,neural tube defects,0
DB08804,hypospadias,0
DB00482,coronary artery disease,1
DB00136,breast cancer,0
DB12129,retinitis pigmentosa,0
DB09070,vitiligo,0
DB08897,hirschsprung disease,1
DB13155,marfan syndrome,0
DB00158,noonan syndrome,1
DB00590,coronary artery disease,0
DB00413,hypotrichosis,0
DB01011,holoprosencephaly,0
DB09210,lymphangioleiomyomatosis,0
DB06176,cholangiocarcinoma,0
DB06480,gout,0
DB01130,psoriasis,1
DB06626,costello syndrome,0
DB00627,atherosclerosis,1
DB00136,idiopathic pulmonary fibrosis,1
DB09389,sarcoidosis,0
DB00331,cholangiocarcinoma,1
DB00788,parkinson disease,0
DB15067,neural tube defects,0
DB09104,medulloblastoma,0
DB09082,asthma,1
DB02638,rhabdomyosarcoma,0
DB09185,medulloblastoma,0
DB01076,diabetic retinopathy,1
DB00572,frontotemporal lobar degeneration,1
DB01186,leber congenital amaurosis,0
DB00682,lupus nephritis,0
DB00635,rhabdomyosarcoma,0
DB03247,optic atrophy,0
DB00146,sarcoidosis,0
DB00692,graves disease,0
DB00158,holoprosencephaly,1
DB01248,multiple myeloma,1
DB00909,idiopathic pulmonary fibrosis,0
DB00901,coronary artery disease,0
DB06819,multiple sclerosis,1
DB11132,barrett esophagus,0
DB03849,tuberculosis,0
DB00072,multiple myeloma,1
DB01545,optic atrophy,0
DB14004,neural tube defects,0
DB04831,crohn disease,1
DB00526,parkinson disease,0
DB05812,medulloblastoma,0
DB08918,noonan syndrome,1
DB00439,vitiligo,0
DB08879,leber congenital amaurosis,0
DB05266,cystic fibrosis,0
DB06334,hypospadias,0
DB04574,barrett esophagus,0
DB00513,long qt syndrome,0
DB11952,retinitis pigmentosa,0
DB00435,meningioma,0
DB06777,tuberculosis,1
DB11855,celiac disease,0
DB01073,costello syndrome,0
DB00362,barrett esophagus,1
DB00804,parkinson disease,0
DB00552,glaucoma,0
DB00764,glaucoma,0
DB01176,noonan syndrome,0
DB01225,noonan syndrome,1
DB01275,barrett esophagus,0
DB00619,common variable immunodeficiency,0
DB00136,asthma,0
DB00283,barrett esophagus,0
DB00134,hypertriglyceridemia,0
DB00655,cystic fibrosis,0
DB08808,fanconi anemia,0
DB00434,barrett esophagus,0
DB01708,dengue,0
DB00158,idiopathic pulmonary fibrosis,0
DB11581,burkitt lymphoma,1
DB06366,narcolepsy,0
DB11866,optic atrophy,0
DB09055,atherosclerosis,1
DB00912,hypoplastic left heart syndrome,0
DB00794,lupus nephritis,0
DB14512,burkitt lymphoma,1
DB00912,frontotemporal lobar degeneration,1
DB00581,sarcoidosis,0
DB00139,atherosclerosis,0
DB14761,lupus nephritis,0
DB00684,lymphangioleiomyomatosis,0
DB01088,osteoporosis,0
DB13762,hirschsprung disease,1
DB08838,costello syndrome,1
DB00720,nephrotic syndrome,0
DB01254,long qt syndrome,0
DB00543,retinitis pigmentosa,0
DB11642,cholangiocarcinoma,0
DB00544,osteoporosis-pseudoglioma syndrome,0
DB00476,multiple myeloma,0
DB14644,malaria,0
DB00226,osteoporosis-pseudoglioma syndrome,0
DB00460,glaucoma,0
DB14512,multiple sclerosis,0
DB00177,cataract,0
DB11638,atherosclerosis,0
DB09082,retinitis pigmentosa,0
DB01068,long qt syndrome,0
DB01611,hypospadias,0
DB00091,psoriasis,1
DB00108,neural tube defects,0
DB00910,atherosclerosis,0
DB01169,osteosarcoma,1
DB14213,medulloblastoma,0
DB01041,graves disease,0
DB01054,medulloblastoma,0
DB06720,holoprosencephaly,0
DB14500,diabetic retinopathy,0
DB00360,dyskeratosis congenita,0
DB01220,crohn disease,1
DB06809,tuberculosis,0
DB01259,narcolepsy,0
DB13316,intervertebral disc disease,0
DB09054,burkitt lymphoma,1
DB00584,lupus nephritis,1
DB00197,dyskeratosis congenita,0
DB00650,osteosarcoma,1
DB00519,asthma,0
DB08842,hirschsprung disease,1
DB00748,meningioma,0
DB01053,cystic fibrosis,0
DB09064,osteoporosis,0
DB00393,neuroblastoma,0
DB00734,meningioma,0
DB09258,fanconi anemia,0
DB00837,cystic fibrosis,0
DB13144,multiple myeloma,1
DB01097,idiopathic pulmonary fibrosis,1
DB00421,costello syndrome,1
DB01023,coronary artery disease,1
DB00158,long qt syndrome,0
DB00489,vitiligo,0
DB01008,huntington disease,1
DB09072,sarcoidosis,0
DB11595,cholangiocarcinoma,0
DB00532,tuberculosis,0
DB13144,neuroblastoma,1
DB09154,cataract,0
DB00152,mitochondrial complex iii deficiency,1
DB00581,celiac disease,1
DB00990,hypertriglyceridemia,0
DB00278,idiopathic pulmonary fibrosis,1
DB15940,fanconi anemia,0
DB00040,osteoporosis,0
DB15444,gout,0
DB11082,medulloblastoma,0
DB01359,dyskeratosis congenita,0
DB00810,prader-willi syndrome,1
DB15822,narcolepsy,0
DB00479,huntington disease,1
DB01181,rhabdomyosarcoma,1
DB00193,vitiligo,0
DB00975,coronary artery disease,1
DB01122,glioma,0
DB04856,dengue,0
DB11074,obsessive-compulsive disorder,0
DB11989,burkitt lymphoma,0
DB01551,nephrotic syndrome,0
DB08846,osteoporosis,1
DB00841,graves disease,0
DB00234,graves disease,0
DB00104,crohn disease,1
DB00434,intervertebral disc disease,0
DB08872,neural tube defects,0
DB01101,cholangiocarcinoma,1
DB06655,asthma,0
DB00529,q fever,0
DB00201,q fever,1
DB01030,meningioma,0
DB01098,hypertriglyceridemia,1
DB00247,barrett esophagus,0
DB01176,parkinson disease,0
DB05154,retinitis pigmentosa,0
DB00582,osteoporosis-pseudoglioma syndrome,0
DB00877,glioma,1
DB00285,burkitt lymphoma,0
DB00335,huntington disease,0
DB08905,leishmaniasis,0
DB13284,cryptorchidism,0
DB01077,hypertriglyceridemia,0
DB00825,gout,0
DB01131,retinitis pigmentosa,0
DB08916,retinitis pigmentosa,0
DB01275,atherosclerosis,1
DB06176,neural tube defects,0
DB00181,malaria,0
DB06761,common variable immunodeficiency,0
DB00415,retinitis pigmentosa,0
DB07402,gout,1
DB00770,coronary artery disease,1
DB01222,intervertebral disc disease,0
DB00063,long qt syndrome,0
DB13928,costello syndrome,1
DB01168,idiopathic pulmonary fibrosis,0
DB12498,diabetic retinopathy,0
DB09320,diabetic retinopathy,0
DB06697,hypotrichosis,0
DB08878,psoriasis,0
DB01173,obsessive-compulsive disorder,1
DB00600,lupus nephritis,0
DB01095,leber congenital amaurosis,0
DB06154,dengue,0
DB06762,cholangiocarcinoma,0
DB00323,tuberculosis,1
DB01169,optic atrophy,0
DB01141,neuroblastoma,0
DB00162,q fever,0
DB01010,cholangiocarcinoma,0
DB00579,neuroblastoma,0
DB00778,crohn disease,0
DB00381,cystic fibrosis,1
DB00068,neural tube defects,0
DB09290,asthma,0
DB00324,idiopathic pulmonary fibrosis,0
DB00661,osteoporosis-pseudoglioma syndrome,1
DB00134,long qt syndrome,0
DB00465,frontotemporal lobar degeneration,0
DB16385,multiple sclerosis,0
DB13751,costello syndrome,0
DB09335,narcolepsy,0
DB01233,neuroblastoma,0
DB11701,prader-willi syndrome,0
DB09039,hypospadias,0
DB01601,glioma,0
DB01186,glioma,0
DB01269,sarcoidosis,0
DB01616,optic atrophy,0
DB00040,nephrotic syndrome,0
DB01132,burkitt lymphoma,0
DB11558,glioma,0
DB00072,breast cancer,1
DB09256,cryptorchidism,0
DB13399,leishmaniasis,0
DB00244,meningioma,0
DB00986,idiopathic pulmonary fibrosis,0
DB05185,sarcoidosis,0
DB00564,leber congenital amaurosis,0
DB01194,hypotrichosis,0
DB09038,cystic fibrosis,1
DB00563,neuroblastoma,1
DB00464,prader-willi syndrome,0
DB00417,burkitt lymphoma,0
DB01023,obsessive-compulsive disorder,0
DB09097,cryptorchidism,0
DB16394,mitochondrial complex iii deficiency,0
DB01257,prader-willi syndrome,1
DB09320,tuberculosis,0
DB00359,common variable immunodeficiency,1
DB06151,frontotemporal lobar degeneration,1
DB01065,celiac disease,1
DB01222,multiple myeloma,0
DB06016,atherosclerosis,0
DB00854,noonan syndrome,0
DB00343,hirschsprung disease,0
DB00203,noonan syndrome,0
DB16385,myasthenia gravis,0
DB11783,leber congenital amaurosis,0
DB09063,myasthenia gravis,0
DB14483,mitochondrial complex iii deficiency,1
DB01783,leber congenital amaurosis,0
DB08819,asthma,0
DB01407,optic atrophy,1
DB01645,lymphangioleiomyomatosis,1
DB04960,mitochondrial complex iii deficiency,0
DB00440,glioma,0
DB01201,multiple sclerosis,0
DB04398,obsessive-compulsive disorder,1
DB04942,fanconi anemia,0
DB15102,retinitis pigmentosa,0
DB00683,tuberculosis,0
DB09208,retinitis pigmentosa,0
DB11693,retinitis pigmentosa,0
DB00514,psoriasis,0
DB00563,rhabdomyosarcoma,1
DB00465,multiple sclerosis,0
DB01599,cystic fibrosis,1
DB12005,intervertebral disc disease,1
DB01340,hyperprolactinemia,0
DB00235,prader-willi syndrome,0
DB06366,hypertriglyceridemia,0
DB00935,common variable immunodeficiency,1
DB00240,hypospadias,0
DB05018,cryptorchidism,0
DB00001,neuroblastoma,0
DB11771,marfan syndrome,0
DB01237,common variable immunodeficiency,1
DB01559,burkitt lymphoma,0
DB13306,coronary artery disease,0
DB00920,malaria,1
DB08904,hypospadias,0
DB00337,hirschsprung disease,0
DB06176,narcolepsy,0
DB08941,coronary artery disease,1
DB11348,costello syndrome,0
DB00337,lupus nephritis,1
DB09154,holoprosencephaly,0
DB11938,asthma,0
DB00841,crohn disease,0
DB00323,disseminated intravascular coagulation,0
DB11757,lupus nephritis,0
DB01401,asthma,0
DB01440,barrett esophagus,0
DB14509,prader-willi syndrome,1
DB09269,crohn disease,0
DB05611,prader-willi syndrome,0
DB01576,burkitt lymphoma,0
DB04272,glaucoma,0
DB00889,marfan syndrome,0
DB00484,asthma,0
DB00296,osteosarcoma,0
DB04942,cystic fibrosis,0
DB00480,vitiligo,0
DB08903,disseminated intravascular coagulation,0
DB09245,tuberculosis,0
DB01411,osteoporosis-pseudoglioma syndrome,0
DB00876,rhabdomyosarcoma,0
DB06723,malaria,0
DB00783,q fever,0
DB00904,neural tube defects,0
DB06670,retinitis pigmentosa,0
DB00132,neuroblastoma,0
DB02709,osteoporosis,1
DB11730,hypoplastic left heart syndrome,0
DB00437,leishmaniasis,1
DB14184,leber congenital amaurosis,0
DB00773,osteosarcoma,1
DB12872,lupus nephritis,0
DB11248,hypoplastic left heart syndrome,0
DB00831,long qt syndrome,0
DB01393,noonan syndrome,1
DB00715,obsessive-compulsive disorder,1
DB11580,atypical hemolytic uremic syndrome,1
DB06691,hypospadias,0
DB04880,coronary artery disease,1
DB00492,marfan syndrome,0
DB12598,breast cancer,0
DB00462,nephrotic syndrome,0
DB11963,dyskeratosis congenita,0
DB05018,barrett esophagus,0
DB02709,intervertebral disc disease,1
DB01149,osteoporosis,0
DB00596,cystic fibrosis,0
DB07615,coronary artery disease,0
DB09351,hypoplastic left heart syndrome,0
DB01296,rhabdomyosarcoma,0
DB00885,frontotemporal lobar degeneration,0
DB00673,holoprosencephaly,0
DB14482,atypical hemolytic uremic syndrome,0
DB09019,frontotemporal lobar degeneration,0
DB00148,hypoplastic left heart syndrome,0
DB14539,asthma,1
DB00692,prader-willi syndrome,0
DB01593,cholangiocarcinoma,0
DB13155,frontotemporal lobar degeneration,0
DB11936,marfan syndrome,0
DB08439,idiopathic pulmonary fibrosis,0
DB00910,hirschsprung disease,0
DB00845,nephrotic syndrome,0
DB00820,intervertebral disc disease,1
DB00687,intervertebral disc disease,0
DB00293,neural tube defects,0
DB00382,leber congenital amaurosis,0
DB01275,breast cancer,1
DB00132,hypertriglyceridemia,0
DB11837,hyperprolactinemia,0
DB06720,crohn disease,1
DB00975,glaucoma,0
DB16004,tuberculosis,0
DB00845,meningioma,0
DB11089,hypotrichosis,0
DB00754,lymphangioleiomyomatosis,0
DB00480,lupus nephritis,1
DB06626,fanconi anemia,0
DB00790,hirschsprung disease,0
DB00853,rhabdomyosarcoma,1
DB00546,prader-willi syndrome,0
DB04690,hirschsprung disease,0
DB09037,mitochondrial complex iii deficiency,0
DB13989,neuroblastoma,0
DB01011,holoprosencephaly,0
DB00366,common variable immunodeficiency,1
DB11239,fanconi anemia,0
DB00181,myasthenia gravis,0
DB00404,obsessive-compulsive disorder,1
DB00624,osteoporosis,1
DB12543,neuroblastoma,0
DB09292,diabetic retinopathy,0
DB00438,osteoporosis-pseudoglioma syndrome,0
DB01411,cholangiocarcinoma,0
DB03904,lupus nephritis,0
DB01104,cryptorchidism,0
DB01196,obsessive-compulsive disorder,0
DB00532,dengue,0
DB00678,atypical hemolytic uremic syndrome,0
DB08842,huntington disease,0
DB00119,neural tube defects,0
DB00501,lymphangioleiomyomatosis,0
DB00529,sarcoidosis,0
DB00131,cystic fibrosis,1
DB01545,optic atrophy,0
DB13944,vitiligo,0
DB00539,cryptorchidism,0
DB01181,psoriasis,0
DB00920,atherosclerosis,0
DB09517,leishmaniasis,0
DB11359,gout,0
DB04743,mitochondrial complex iii deficiency,0
DB00206,intervertebral disc disease,1
DB14545,neuroblastoma,0
DB00920,optic atrophy,0
DB01366,atherosclerosis,0
DB08885,intervertebral disc disease,0
DB01082,hypospadias,0
DB01129,hypertriglyceridemia,0
DB01017,lupus nephritis,0
DB00683,hypotrichosis,0
DB00309,rhabdomyosarcoma,1
DB09350,huntington disease,0
DB01056,medulloblastoma,0
DB14482,intervertebral disc disease,0
DB00831,tuberculosis,0
DB01115,frontotemporal lobar degeneration,0
DB13931,glaucoma,1
DB06767,fanconi anemia,0
DB01340,glioma,0
DB08439,cataract,0
DB00628,barrett esophagus,0
DB00465,huntington disease,0
DB01225,burkitt lymphoma,1
DB00075,celiac disease,0
DB08820,osteosarcoma,0
DB00075,fanconi anemia,0
DB00515,breast cancer,1
DB09256,atherosclerosis,0
DB00641,diabetic retinopathy,0
DB00417,q fever,1
DB00176,long qt syndrome,0
DB00043,asthma,1
DB06690,barrett esophagus,0
DB00741,marfan syndrome,0
DB01229,coronary artery disease,0
DB08993,cystic fibrosis,0
DB09194,burkitt lymphoma,0
DB12308,hypotrichosis,0
DB14962,prader-willi syndrome,0
DB01421,cataract,0
DB00380,breast cancer,1
DB01129,multiple sclerosis,1
DB06708,neural tube defects,0
DB13608,cholangiocarcinoma,0
DB00982,marfan syndrome,0
DB01269,cholangiocarcinoma,0
DB00350,dyskeratosis congenita,0
DB08889,intervertebral disc disease,0
DB09512,multiple sclerosis,0
DB13867,burkitt lymphoma,1
DB15825,fanconi anemia,0
DB08941,sarcoidosis,0
DB01435,myopia,0
DB01248,dyskeratosis congenita,0
DB09076,hirschsprung disease,1
DB00783,hirschsprung disease,1
DB00704,dengue,0
DB00203,idiopathic pulmonary fibrosis,1
DB00938,disseminated intravascular coagulation,0
DB01001,asthma,1
DB13191,multiple sclerosis,0
DB01599,marfan syndrome,0
DB00227,breast cancer,1
DB00859,mitochondrial complex iii deficiency,1
DB00126,coronary artery disease,1
DB09081,nephrotic syndrome,0
DB01056,osteoporosis,0
DB00227,multiple myeloma,0
DB01017,multiple sclerosis,1
DB00115,long qt syndrome,0
DB00270,obsessive-compulsive disorder,1
DB09016,narcolepsy,0
DB03404,psoriasis,0
DB00017,diabetic retinopathy,0
DB00860,glioma,1
DB04831,mitochondrial complex iii deficiency,0
DB00752,narcolepsy,0
DB01004,costello syndrome,1
DB00540,noonan syndrome,0
DB00959,prader-willi syndrome,1
DB00909,rhabdomyosarcoma,0
DB06774,intervertebral disc disease,0
DB01364,narcolepsy,0
DB00748,noonan syndrome,0
DB04690,glioma,1
DB00091,crohn disease,1
DB15357,mitochondrial complex iii deficiency,0
DB00547,burkitt lymphoma,1
DB00122,holoprosencephaly,0
DB01400,disseminated intravascular coagulation,0
DB00163,atypical hemolytic uremic syndrome,1
DB00724,glioma,1
DB06548,osteoporosis,1
DB00389,osteoporosis,0
DB06366,myopia,0
DB14004,myasthenia gravis,0
DB01092,leber congenital amaurosis,0
DB01088,leishmaniasis,0
DB13169,fanconi anemia,1
DB13867,tuberculosis,0
DB11326,psoriasis,0
DB05109,prader-willi syndrome,0
DB06762,barrett esophagus,0
DB08877,multiple sclerosis,0
DB11866,intervertebral disc disease,0
DB00435,frontotemporal lobar degeneration,1
DB00695,dengue,0
DB00051,vitiligo,0
DB00885,long qt syndrome,0
DB00448,marfan syndrome,0
DB09031,leishmaniasis,1
DB01214,frontotemporal lobar degeneration,0
DB00427,dyskeratosis congenita,0
DB11761,diabetic retinopathy,0
DB01129,hirschsprung disease,1
DB01200,meningioma,0
DB03404,fanconi anemia,1
DB00330,multiple myeloma,0
DB01436,intervertebral disc disease,0
DB00813,intervertebral disc disease,1
DB00797,diabetic retinopathy,0
DB01118,hirschsprung disease,1
DB05271,osteoporosis-pseudoglioma syndrome,1
DB00641,multiple sclerosis,1
DB06287,diabetic retinopathy,0
DB00958,parkinson disease,1
DB05458,leishmaniasis,0
DB00130,sarcoidosis,0
DB06288,dengue,0
DB11632,parkinson disease,1
DB09281,intervertebral disc disease,0
DB05015,lymphangioleiomyomatosis,0
DB00945,graves disease,0
DB01257,tuberculosis,0
DB09079,cholangiocarcinoma,0
DB05271,dyskeratosis congenita,0
DB00668,dyskeratosis congenita,0
DB00163,osteoporosis,0
DB00627,cataract,1
DB11100,idiopathic pulmonary fibrosis,0
DB11936,parkinson disease,0
DB13435,graves disease,0
DB00214,common variable immunodeficiency,0
DB00934,coronary artery disease,0
DB15456,atherosclerosis,0
DB00853,myasthenia gravis,0
DB12554,cryptorchidism,0
DB00797,prader-willi syndrome,1
DB09210,frontotemporal lobar degeneration,0
DB00317,graves disease,0
DB00915,cholangiocarcinoma,0
DB00876,neural tube defects,0
DB11569,dyskeratosis congenita,0
DB01551,leber congenital amaurosis,0
DB01331,multiple myeloma,0
DB01114,diabetic retinopathy,0
DB00002,vitiligo,0
DB01783,crohn disease,0
DB06366,graves disease,0
DB04842,dengue,0
DB00218,asthma,1
DB01008,hypospadias,0
DB09254,q fever,0
DB01018,costello syndrome,1
DB00433,glaucoma,0
DB06634,myasthenia gravis,0
DB00273,frontotemporal lobar degeneration,1
DB00195,tuberculosis,0
DB04844,prader-willi syndrome,1
DB06803,marfan syndrome,0
DB09097,mitochondrial complex iii deficiency,0
DB00727,hypotrichosis,0
DB09068,obsessive-compulsive disorder,1
DB01677,celiac disease,0
DB00681,burkitt lymphoma,1
DB01083,hirschsprung disease,1
DB00397,nephrotic syndrome,0
DB00755,vitiligo,1
DB11699,obsessive-compulsive disorder,1
DB00710,breast cancer,1
DB11915,atherosclerosis,0
DB00309,noonan syndrome,0
DB00394,rhabdomyosarcoma,0
DB00989,rhabdomyosarcoma,0
DB00503,crohn disease,0
DB01708,neural tube defects,0
DB00234,q fever,0
DB11942,lymphangioleiomyomatosis,0
DB12001,coronary artery disease,0
DB11136,hirschsprung disease,1
DB01283,atherosclerosis,0
DB14491,costello syndrome,0
DB01288,malaria,0
DB00337,idiopathic pulmonary fibrosis,0
DB00552,rhabdomyosarcoma,0
DB12466,celiac disease,0
DB01108,multiple myeloma,0
DB13751,rhabdomyosarcoma,0
DB06697,retinitis pigmentosa,0
DB16385,asthma,0
DB01200,multiple sclerosis,1
DB11580,hypotrichosis,0
DB00873,lupus nephritis,1
DB06176,leishmaniasis,0
DB01551,meningioma,0
DB13853,burkitt lymphoma,0
DB01301,dyskeratosis congenita,0
DB05109,cryptorchidism,0
DB01021,fanconi anemia,0
DB00623,meningioma,0
DB00514,prader-willi syndrome,0
DB11638,tuberculosis,0
DB00273,obsessive-compulsive disorder,1
DB11672,cholangiocarcinoma,1
DB06043,graves disease,0
DB09229,prader-willi syndrome,0
DB00577,malaria,0
DB09205,cryptorchidism,0
DB00252,obsessive-compulsive disorder,1
DB11757,retinitis pigmentosa,0
DB13689,cataract,0
DB01026,prader-willi syndrome,1
DB00412,lupus nephritis,0
DB00635,glaucoma,1
DB06812,idiopathic pulmonary fibrosis,0
DB00193,holoprosencephaly,0
DB01380,multiple sclerosis,1
DB00215,hypoplastic left heart syndrome,0
DB05271,multiple myeloma,0
DB00682,hypoplastic left heart syndrome,1
DB13944,breast cancer,1
DB00620,fanconi anemia,1
DB09395,cholangiocarcinoma,0
DB08838,coronary artery disease,0
DB00331,noonan syndrome,1
DB11490,leishmaniasis,0
DB06199,common variable immunodeficiency,0
DB01114,nephrotic syndrome,0
DB00881,crohn disease,1
DB01234,asthma,1
DB00023,holoprosencephaly,0
DB00531,medulloblastoma,1
DB04272,malaria,1
DB04897,hypotrichosis,0
DB00790,narcolepsy,0
DB08889,obsessive-compulsive disorder,0
DB09140,rhabdomyosarcoma,0
DB13387,optic atrophy,0
DB08941,burkitt lymphoma,0
DB00257,glioma,0
DB01030,cholangiocarcinoma,0
DB00176,coronary artery disease,1
DB13803,glioma,0
DB09081,optic atrophy,1
DB00073,burkitt lymphoma,1
DB00936,hypoplastic left heart syndrome,0
DB04575,sarcoidosis,0
DB00184,gout,0
DB01104,osteoporosis-pseudoglioma syndrome,1
DB01068,mitochondrial complex iii deficiency,1
DB00803,lymphangioleiomyomatosis,0
DB06151,q fever,1
DB00598,tuberculosis,0
DB11712,long qt syndrome,0
DB00981,lymphangioleiomyomatosis,0
DB01306,hyperprolactinemia,0
DB06698,coronary artery disease,1
DB09241,hypotrichosis,0
DB04573,cataract,0
DB00704,graves disease,0
DB01129,lymphangioleiomyomatosis,0
DB15822,holoprosencephaly,0
DB01041,diabetic retinopathy,0
DB00851,disseminated intravascular coagulation,0
DB01367,myasthenia gravis,0
DB12770,barrett esophagus,0
DB00652,parkinson disease,0
DB06215,osteoporosis,0
DB06810,mitochondrial complex iii deficiency,0
DB00273,hypotrichosis,0
DB00458,noonan syndrome,0
DB06249,hypospadias,0
DB08868,multiple sclerosis,1
DB00964,lymphangioleiomyomatosis,0
DB01167,barrett esophagus,1
DB01580,malaria,0
DB11093,narcolepsy,0
DB00784,sarcoidosis,0
DB16099,tuberculosis,0
DB11828,frontotemporal lobar degeneration,0
DB00103,glaucoma,0
DB00335,parkinson disease,0
DB00219,breast cancer,0
DB06760,multiple sclerosis,0
DB00514,q fever,1
DB11581,rhabdomyosarcoma,0
DB00370,crohn disease,0
DB00443,sarcoidosis,1
DB12255,osteoporosis,0
DB11988,multiple sclerosis,1
DB13132,optic atrophy,0
DB04854,frontotemporal lobar degeneration,0
DB00437,crohn disease,1
DB00436,neural tube defects,0
DB01068,huntington disease,0
DB00540,medulloblastoma,0
DB01233,crohn disease,0
DB00883,coronary artery disease,1
DB01956,cystic fibrosis,1
DB01220,atypical hemolytic uremic syndrome,0
DB00459,myopia,0
DB09303,coronary artery disease,0
DB04876,multiple sclerosis,0
DB00451,noonan syndrome,0
DB09331,cholangiocarcinoma,0
DB02362,multiple myeloma,0
DB00201,osteosarcoma,0
DB00863,obsessive-compulsive disorder,1
DB04880,cataract,0
DB00563,coronary artery disease,1
DB01005,psoriasis,1
DB11626,holoprosencephaly,0
DB02703,cryptorchidism,0
DB00869,tuberculosis,0
DB00262,lymphangioleiomyomatosis,0
DB08906,multiple myeloma,0
DB00545,myopia,0
DB06697,frontotemporal lobar degeneration,0
DB00454,myopia,0
DB13139,barrett esophagus,0
DB11094,osteoporosis,1
DB00518,coronary artery disease,1
DB08868,asthma,0
DB00325,prader-willi syndrome,0
DB00188,myasthenia gravis,1
DB00470,multiple sclerosis,1
DB00004,barrett esophagus,0
DB11761,neural tube defects,0
DB00862,cystic fibrosis,1
DB01301,gout,0
DB01041,leishmaniasis,1
DB00382,burkitt lymphoma,0
DB11642,mitochondrial complex iii deficiency,0
DB00275,myasthenia gravis,0
DB06803,prader-willi syndrome,1
DB15102,lupus nephritis,0
DB01359,asthma,0
DB00088,parkinson disease,0
DB00581,myopia,0
DB00203,diabetic retinopathy,0
DB00712,burkitt lymphoma,0
DB00317,marfan syndrome,0
DB00564,frontotemporal lobar degeneration,1
DB00982,crohn disease,1
DB00218,breast cancer,1
DB00310,myasthenia gravis,0
DB00268,osteoporosis,0
DB01037,sarcoidosis,0
DB06723,huntington disease,0
DB13944,q fever,0
DB00412,neuroblastoma,0
DB09064,leber congenital amaurosis,0
DB01306,parkinson disease,0
DB11118,atypical hemolytic uremic syndrome,0
DB01030,lymphangioleiomyomatosis,0
DB01144,leber congenital amaurosis,0
DB00195,frontotemporal lobar degeneration,0
DB00035,q fever,0
DB06216,rhabdomyosarcoma,0
DB01394,q fever,1
DB00528,osteoporosis-pseudoglioma syndrome,0
DB01299,costello syndrome,0
DB02709,osteosarcoma,0
DB00282,leber congenital amaurosis,0
DB06767,lymphangioleiomyomatosis,0
DB01257,obsessive-compulsive disorder,0
DB08903,tuberculosis,1
DB08941,meningioma,0
DB06698,myasthenia gravis,0
DB00668,celiac disease,0
DB06762,q fever,0
DB00776,mitochondrial complex iii deficiency,1
DB01138,gout,1
DB00945,rhabdomyosarcoma,0
DB01047,myopia,0
DB09244,hypoplastic left heart syndrome,0
DB00975,multiple myeloma,0
DB06634,q fever,0
DB00975,dyskeratosis congenita,0
DB06335,dyskeratosis congenita,0
DB01599,coronary artery disease,1
DB00867,dengue,0
DB14006,disseminated intravascular coagulation,0
DB00942,mitochondrial complex iii deficiency,0
DB11963,gout,0
DB13144,noonan syndrome,0
DB00864,optic atrophy,1
DB00530,common variable immunodeficiency,0
DB09258,q fever,0
DB13284,rhabdomyosarcoma,0
DB09210,meningioma,0
DB15463,diabetic retinopathy,0
DB00163,hypoplastic left heart syndrome,1
DB00888,atypical hemolytic uremic syndrome,0
DB01224,leishmaniasis,0
DB00947,hirschsprung disease,0
DB06154,mitochondrial complex iii deficiency,0
DB00434,sarcoidosis,0
DB01277,meningioma,0
DB12159,long qt syndrome,0
DB09273,hyperprolactinemia,0
DB14644,glioma,1
DB00651,prader-willi syndrome,1
DB00004,atherosclerosis,0
DB00968,tuberculosis,0
DB00974,breast cancer,0
DB00026,disseminated intravascular coagulation,0
DB04942,disseminated intravascular coagulation,0
DB09152,prader-willi syndrome,1
DB11963,malaria,0
DB04953,rhabdomyosarcoma,0
DB00738,cryptorchidism,0
DB06803,marfan syndrome,0
DB00541,hirschsprung disease,1
DB00435,hirschsprung disease,1
DB14482,diabetic retinopathy,1
DB04572,mitochondrial complex iii deficiency,0
DB15718,graves disease,0
DB01156,myopia,0
DB00036,lymphangioleiomyomatosis,0
DB12255,graves disease,0
DB00649,glaucoma,0
