pathway_id,ko_id,kegg_gene,uniprot_id
map01100,K00789,lpn:lpg2022,Q5ZTY6
map01100,K00790,lpn:lpg0847,Q5ZX85
map01100,K00791,lpn:lpg2696,Q5ZS23
map01100,K00793,lpn:lpg1178,Q5ZWA7
map01100,K00794,lpn:lpg1180,Q5ZWA5
map01100,K00795,lpn:lpg2330,Q5ZT35
map01100,K00796,lpn:lpg2795,Q5ZRT3
map01100,K00799,lpn:lpg1908,Q5ZU99
map01100,K00800,lpn:lpg1419,Q5ZVM1
map01100,K00812,lpn:lpg0070,Q5ZZE1
map01100,K00812,lpn:lpg2532,Q5ZSI5
map01100,K00817,lpn:lpg1198,Q5ZW88
map01100,K00817,lpn:lpg1998,Q5ZU10
map01100,K00820,lpn:lpg2836,Q5ZRP4
map01100,K00821,lpn:lpg2968,Q5ZRB4
map01100,K00824,lpn:lpg1510,Q5ZVD0
map01100,K00831,lpn:lpg1418,Q5ZVM2
map01100,K00833,lpn:lpg1471,Q5ZVG9
map01100,K00845,lpn:lpg0419,Q5ZYF3
map01100,K00857,lpn:lpg0636,Q5ZXU5
map01100,K00858,lpn:lpg2823,Q5ZRQ7
map01100,K00859,lpn:lpg1467,Q5ZVH3
map01100,K00864,lpn:lpg1414,Q5ZVM6
map01100,K00869,lpn:lpg2039,Q5ZTW9
map01100,K00873,lpn:lpg0136,Q5ZZ75
map01100,K00876,lpn:lpg1165,Q5ZWC0
map01100,K00876,lpn:lpg1853,Q5ZUE5
map01100,K00891,lpn:lpg0932,Q5ZX01
map01100,K00912,lpn:lpg1818,Q5ZUI0
map01100,K00925,lpn:lpg2262,Q5ZTA0
map01100,K00927,lpn:lpg0137,Q5ZZ74
map01100,K00931,lpn:lpg1610,Q5ZV32
map01100,K00939,lpn:lpg1411,Q5ZVM9
map01100,K00940,lpn:lpg1548,Q5ZV92
map01100,K00942,lpn:lpg2010,Q5ZTZ8
map01100,K00943,lpn:lpg1399,Q5ZVP1
map01100,K00945,lpn:lpg1420,Q5ZVM0
map01100,K00946,lpn:lpg0728,Q5ZXK3
map01100,K00948,lpn:lpg0543,Q5ZY30
map01100,K00948,lpn:lpg1023,Q5ZWR2
map01100,K00949,lpn:lpg2497,Q5ZSM0
map01100,K00950,lpn:lpg1539,Q5ZVA1
map01100,K00951,lpn:lpg1457,Q5ZVI3
map01100,K00954,lpn:lpg0548,Q5ZY26
map01100,K00969,lpn:lpg1345,Q5ZVU5
map01100,K00973,lpn:lpg0760,Q5ZXH1
map01100,K00979,lpn:lpg1919,Q5ZU88
map01100,K00981,lpn:lpg0504,Q5ZY68
map01100,K00992,lpn:lpg0295,Q5ZYR6
map01100,K00995,lpn:lpg2293,Q5ZT72
map01100,K01000,lpn:lpg2617,Q5ZSA2
map01100,K01007,lpn:lpg0805,Q5ZXC7
map01100,K01012,lpn:lpg1472,Q5ZVG8
map01100,K01057,lpn:lpg0417,Q5ZYF5
map01100,K01061,lpn:lpg1635,Q5ZV07
map01100,K01069,lpn:lpg1295,Q5ZVZ3
map01100,K01081,lpn:lpg2677,Q5ZS42
map01100,K01089,lpn:lpg1197,Q5ZW89
map01100,K01091,lpn:lpg2294,Q5ZT71
map01100,K01092,lpn:lpg1748,Q5ZUP5
map01100,K01095,lpn:lpg0729,Q5ZXK2
map01100,K01120,lpn:lpg1945,Q5ZU63
map01100,K01129,lpn:lpg1080,Q5ZWK5
map01100,K01129,lpn:lpg1877,Q5ZUC7
map01100,K01139,lpn:lpg2009,Q5ZTZ9
map01100,K01176,lpn:lpg1669,Q5ZUX3
map01100,K01176,lpn:lpg1671,Q5ZUX1
map01100,K01178,lpn:lpg0422,Q5ZYF0
map01100,K01183,lpn:lpg2217,Q5ZTE5
map01100,K01207,lpn:lpg0885,Q5ZX48
map01100,K01207,lpn:lpg1191,Q5ZW95
map01100,K01251,lpn:lpg2021,Q5ZTY7
map01100,K01251,lpn:lpg2172,Q5ZTI9
map01100,K01255,lpn:lpg2631,Q5ZS88
map01100,K01255,lpn:lpg2634,Q5ZS85
map01100,K01256,lpn:lpg1497,Q5ZVE3
map01100,K01256,lpn:lpg2809,Q5ZRS1
map01100,K01259,lpn:lpg1843,Q5ZUF5
map01100,K01424,lpn:lpg2873,Q5ZRK8
map01100,K01425,lpn:lpg0241,Q5ZYX0
map01100,K01426,lpn:lpg2355,Q5ZT10
map01100,K01426,lpn:lpg2852,Q5ZRM8
map01100,K01438,lpn:lpg1164,Q5ZWC1
map01100,K01439,lpn:lpg0887,Q5ZX46
map01100,K01465,lpn:lpg2963,Q5ZRB9
map01100,K01468,lpn:lpg0711,Q5ZXM0
map01100,K01479,lpn:lpg0709,Q5ZXM2
map01100,K01484,lpn:lpg1708,Q5ZUT4
map01100,K01487,lpn:lpg1985,Q5ZU23
map01100,K01488,lpn:lpg0497,Q5ZY75
map01100,K01488,lpn:lpg0580,Q5ZY00
map01100,K01489,lpn:lpg1435,Q5ZVK5
map01100,K01491,lpn:lpg1297,Q5ZVZ1
map01100,K01494,lpn:lpg2956,Q5ZRC6
map01100,K01495,lpn:lpg2766,Q5ZRW0
map01100,K01512,lpn:lpg1886,Q5ZUC1
map01100,K01519,lpn:lpg2484,Q5ZSN3
map01100,K01520,lpn:lpg2487,Q5ZSN0
map01100,K01525,lpn:lpg2926,Q5ZRF6
map01100,K01568,lpn:lpg1155,Q5ZWD0
map01100,K01574,lpn:lpg0672,Q5ZXQ9
map01100,K01579,lpn:lpg2929,Q5ZRF3
map01100,K01585,lpn:lpg0006,A0A572
map01100,K01588,lpn:lpg0218,Q5ZYZ3
map01100,K01589,lpn:lpg0217,Q5ZYZ4
map01100,K01591,lpn:lpg1425,Q5ZVL5
map01100,K01595,lpn:lpg1607,Q5ZV35
map01100,K01597,lpn:lpg2040,Q5ZTW8
map01100,K01599,lpn:lpg2028,Q5ZTY0
map01100,K01609,lpn:lpg0833,Q5ZX99
map01100,K01613,lpn:lpg2974,Q5ZRA9
map01100,K01619,lpn:lpg1433,Q5ZVK7
map01100,K01623,lpn:lpg0470,Q5ZYA2
map01100,K01625,lpn:lpg0420,Q5ZYF2
map01100,K01625,lpn:lpg0939,Q5ZWZ4
map01100,K01626,lpn:lpg0063,Q5ZZE7
map01100,K01626,lpn:lpg2027,Q5ZTY1
map01100,K01626,lpn:lpg2530,Q5ZSI7
map01100,K01627,lpn:lpg1182,Q5ZWA3
map01100,K01633,lpn:lpg2029,Q5ZTX9
map01100,K01634,lpn:lpg2176,Q5ZTI6
map01100,K01640,lpn:lpg1830,Q5ZUG8
map01100,K01647,lpn:lpg1415,Q5ZVM5
map01100,K01658,lpn:lpg0835,Q5ZX97
map01100,K01659,lpn:lpg1530,Q5ZVB0
map01100,K01666,lpn:lpg2681,Q5ZS38
map01100,K01673,lpn:lpg0697,Q5ZXN4
map01100,K01673,lpn:lpg2194,Q5ZTG8
map01100,K01673,lpn:lpg2500,Q5ZSL7
map01100,K01679,lpn:lpg2937,Q5ZRE5
map01100,K01689,lpn:lpg2037,Q5ZTX1
map01100,K01690,lpn:lpg0418,Q5ZYF4
map01100,K01695,lpn:lpg1305,Q5ZVY3
map01100,K01696,lpn:lpg1304,Q5ZVY4
map01100,K01698,lpn:lpg1808,Q5ZUJ0
map01100,K01710,lpn:lpg0758,Q5ZXH3
map01100,K01712,lpn:lpg1379,Q5ZVR1
map01100,K01714,lpn:lpg2314,Q5ZT51
map01100,K01715,lpn:lpg0869,Q5ZX63
map01100,K01719,lpn:lpg2736,Q5ZRY5
map01100,K01720,lpn:lpg1529,Q5ZVB1
map01100,K01724,lpn:lpg1999,Q5ZU09
map01100,K01733,lpn:lpg1643,Q5ZUZ9
map01100,K01735,lpn:lpg0933,Q5ZX00
map01100,K01736,lpn:lpg2303,Q5ZT62
map01100,K01737,lpn:lpg2865,Q5ZRL6
map01100,K01738,lpn:lpg2951,Q5ZRD1
map01100,K01745,lpn:lpg1380,Q5ZVR0
map01100,K01749,lpn:lpg2735,Q5ZRY6
map01100,K01752,lpn:lpg0790,Q5ZXE1
map01100,K01755,lpn:lpg0495,Q5ZY77
map01100,K01756,lpn:lpg0801,Q5ZXD1
map01100,K01759,lpn:lpg1882,Q5ZUC5
map01100,K01760,lpn:lpg0890,Q5ZX43
map01100,K01768,lpn:lpg0674,Q5ZXQ7
map01100,K01768,lpn:lpg1130,Q5ZWF5
map01100,K01768,lpn:lpg1322,Q5ZVW6
map01100,K01768,lpn:lpg1490,Q5ZVF0
map01100,K01768,lpn:lpg1739,Q5ZUQ4
map01100,K01772,lpn:lpg0425,Q5ZYE7
map01100,K01775,lpn:lpg0739,Q5ZXJ2
map01100,K01776,lpn:lpg2310,Q5ZT55
map01100,K01778,lpn:lpg0366,Q5ZYK6
map01100,K01782,lpn:lpg1596,Q5ZV44
map01100,K01783,lpn:lpg0664,Q5ZXR7
map01100,K01790,lpn:lpg0756,Q5ZXH5
map01100,K01800,lpn:lpg2280,Q5ZT82
map01100,K01803,lpn:lpg2792,Q5ZRT6
map01100,K01807,lpn:lpg0094,Q5ZZB7
map01100,K01810,lpn:lpg0759,Q5ZXH2
map01100,K01814,lpn:lpg1195,Q5ZW91
map01100,K01817,lpn:lpg1303,Q5ZVY5
map01100,K01823,lpn:lpg2051,Q5ZTV7
map01100,K01839,lpn:lpg0639,Q5ZXU2
map01100,K01845,lpn:lpg1534,Q5ZVA6
map01100,K01874,lpn:lpg2882,Q5ZRJ9
map01100,K01885,lpn:lpg1911,Q5ZU96
map01100,K01886,lpn:lpg1306,Q5ZVY2
map01100,K01895,lpn:lpg0127,Q5ZZ84
map01100,K01897,lpn:lpg0953,Q5ZWY1
map01100,K01897,lpn:lpg1127,Q5ZWF8
map01100,K01897,lpn:lpg1554,Q5ZV86
map01100,K01897,lpn:lpg2230,Q5ZTD2
map01100,K01902,lpn:lpg0535,Q5ZY38
map01100,K01903,lpn:lpg0534,Q5ZY39
map01100,K01907,lpn:lpg1831,Q5ZUG7
map01100,K01915,lpn:lpg1364,Q5ZVS6
map01100,K01915,lpn:lpg2252,Q5ZTB0
map01100,K01918,lpn:lpg2662,Q5ZS57
map01100,K01919,lpn:lpg1847,Q5ZUF1
map01100,K01920,lpn:lpg1846,Q5ZUF2
map01100,K01921,lpn:lpg2612,Q5ZSA7
map01100,K01923,lpn:lpg1675,Q5ZUW7
map01100,K01924,lpn:lpg2614,Q5ZSA5
map01100,K01925,lpn:lpg2616,Q5ZSA3
map01100,K01928,lpn:lpg0917,Q5ZX16
map01100,K01929,lpn:lpg2618,Q5ZSA1
map01100,K01933,lpn:lpg1677,Q5ZUW5
map01100,K01934,lpn:lpg0593,Q5ZXY7
map01100,K01935,lpn:lpg1475,Q5ZVG5
map01100,K01937,lpn:lpg1181,Q5ZWA4
map01100,K01939,lpn:lpg0486,Q5ZY86
map01100,K01940,lpn:lpg0494,Q5ZY78
map01100,K01945,lpn:lpg1673,Q5ZUW9
map01100,K01950,lpn:lpg0734,Q5ZXJ7
map01100,K01951,lpn:lpg1722,Q5ZUS0
map01100,K01953,lpn:lpg2949,Q5ZRD3
map01100,K01955,lpn:lpg2625,Q5ZS94
map01100,K01956,lpn:lpg2023,Q5ZTY5
map01100,K01959,lpn:lpg2664,Q5ZS55
map01100,K01960,lpn:lpg0466,Q5ZYA6
map01100,K01961,lpn:lpg0462,Q5ZYB0
map01100,K01962,lpn:lpg0785,Q5ZXE6
map01100,K01963,lpn:lpg1341,Q5ZVU9
map01100,K01968,lpn:lpg1829,Q5ZUG9
map01100,K01969,lpn:lpg1827,Q5ZUH1
map01100,K02078,lpn:lpg1396,Q5ZVP4
map01100,K02078,lpn:lpg2233,Q5ZTC9
map01100,K02108,lpn:lpg1051,Q5ZWN4
map01100,K02108,lpn:lpg2988,Q5ZR95
map01100,K02109,lpn:lpg1049,Q5ZWN6
map01100,K02109,lpn:lpg2986,Q5ZR97
map01100,K02110,lpn:lpg1050,Q5ZWN5
map01100,K02110,lpn:lpg2987,Q5ZR96
map01100,K02111,lpn:lpg1048,Q5ZWN7
map01100,K02111,lpn:lpg2984,Q5ZR99
map01100,K02112,lpn:lpg1054,Q5ZWN1
map01100,K02112,lpn:lpg2982,Q5ZRA1
map01100,K02113,lpn:lpg2985,Q5ZR98
map01100,K02114,lpn:lpg1053,Q5ZWN2
map01100,K02114,lpn:lpg2981,Q5ZRA2
map01100,K02115,lpn:lpg1047,Q5ZWN8
map01100,K02115,lpn:lpg2983,Q5ZRA0
map01100,K02160,lpn:lpg0463,Q5ZYA9
map01100,K02169,lpn:lpg2331,Q5ZT34
map01100,K02170,lpn:lpg1474,Q5ZVG6
map01100,K02257,lpn:lpg0412,Q5ZYG0
map01100,K02258,lpn:lpg2895,Q5ZRI6
map01100,K02259,lpn:lpg0411,Q5ZYG1
map01100,K02274,lpn:lpg2896,Q5ZRI5
map01100,K02275,lpn:lpg2897,Q5ZRI4
map01100,K02276,lpn:lpg2894,Q5ZRI7
map01100,K02372,lpn:lpg0510,Q5ZY62
map01100,K02433,lpn:lpg1736,Q5ZUQ7
map01100,K02434,lpn:lpg1737,Q5ZUQ6
map01100,K02435,lpn:lpg1735,Q5ZUQ8
map01100,K02437,lpn:lpg0117,Q5ZZ94
map01100,K02492,lpn:lpg2335,Q5ZT30
map01100,K02496,lpn:lpg2737,Q5ZRY4
map01100,K02500,lpn:lpg0749,Q5ZXI2
map01100,K02500,lpn:lpg1194,Q5ZW92
map01100,K02501,lpn:lpg0750,Q5ZXI1
map01100,K02501,lpn:lpg1196,Q5ZW90
map01100,K02517,lpn:lpg0363,Q5ZYK9
map01100,K02517,lpn:lpg2940,Q5ZRE2
map01100,K02517,lpn:lpg2941,Q5ZRE1
map01100,K02527,lpn:lpg2340,Q5ZT25
map01100,K02535,lpn:lpg2608,Q5ZSB1
map01100,K02536,lpn:lpg0100,Q5ZZB1
map01100,K02536,lpn:lpg0508,Q5ZY64
map01100,K02536,lpn:lpg2944,Q5ZRD8
map01100,K02563,lpn:lpg0808,Q5ZXC4
map01100,K02847,lpn:lpg0822,Q5ZXB0
map01100,K03149,lpn:lpg1567,Q5ZV73
map01100,K03153,lpn:lpg1566,Q5ZV74
map01100,K03179,lpn:lpg1430,Q5ZVL0
map01100,K03182,lpn:lpg2933,Q5ZRE9
map01100,K03183,lpn:lpg2903,Q5ZRH9
map01100,K03185,lpn:lpg0078,Q5ZZD3
map01100,K03186,lpn:lpg2883,Q5ZRJ8
map01100,K03269,lpn:lpg1552,Q5ZV88
map01100,K03270,lpn:lpg0839,Q5ZX93
map01100,K03271,lpn:lpg2993,Q5ZR90
map01100,K03273,lpn:lpg1838,Q5ZUG0
map01100,K03335,lpn:lpg1649,Q5ZUZ3
map01100,K03336,lpn:lpg1650,Q5ZUZ2
map01100,K03338,lpn:lpg1651,Q5ZUZ1
map01100,K03417,lpn:lpg0052,Q5ZZF8
map01100,K03431,lpn:lpg2794,Q5ZRT4
map01100,K03473,lpn:lpg0918,Q5ZX15
map01100,K03474,lpn:lpg0946,Q3V870
map01100,K03517,lpn:lpg0799,Q5ZXD3
map01100,K03524,lpn:lpg0783,Q5ZXE8
map01100,K03525,lpn:lpg0911,Q5ZX22
map01100,K03587,lpn:lpg0916,Q5ZX17
map01100,K03621,lpn:lpg1392,Q5ZVP8
map01100,K03644,lpn:lpg0745,Q5ZXI6
map01100,K03743,lpn:lpg1804,Q5ZUJ4
map01100,K03782,lpn:lpg0194,Q5ZZ17
map01100,K03782,lpn:lpg2389,Q5ZSX7
map01100,K03783,lpn:lpg1434,Q5ZVK6
map01100,K03786,lpn:lpg0464,Q5ZYA8
map01100,K03787,lpn:lpg1282,Q9S4T3
map01100,K03793,lpn:lpg2863,Q5ZRL8
map01100,K03801,lpn:lpg1511,Q5ZVC9
map01100,K03809,lpn:lpg0646,Q5ZXT5
map01100,K03821,lpn:lpg0599,Q5ZXY1
map01100,K03821,lpn:lpg1058,Q5ZWM7
map01100,K03821,lpn:lpg1097,Q5ZWI8
map01100,K03821,lpn:lpg2260,Q5ZTA2
map01100,K03885,lpn:lpg0671,Q5ZXR0
map01100,K04042,lpn:lpg2875,Q5ZRK6
map01100,K04487,lpn:lpg1746,Q5ZUP7
map01100,K04518,lpn:lpg2531,Q5ZSI6
map01100,K04561,lpn:lpg2236,Q5ZTC6
map01100,K05366,lpn:lpg0925,Q5ZX08
map01100,K05367,lpn:lpg1664,Q5ZUX8
map01100,K05515,lpn:lpg1375,Q5ZVR5
map01100,K05810,lpn:lpg1332,Q5ZVV8
map01100,K06041,lpn:lpg0840,Q5ZX92
map01100,K06048,lpn:lpg2719,Q5ZS01
map01100,K06131,lpn:lpg1888,Q5ZUB9
map01100,K06133,lpn:lpg0784,Q5ZXE7
map01100,K06134,lpn:lpg0028,Q5ZZI2
map01100,K06287,lpn:lpg2036,Q5ZTX2
map01100,K06445,lpn:lpg1726,Q5ZUR7
map01100,K06447,lpn:lpg1707,Q5ZUT5
map01100,K06920,lpn:lpg2886,Q5ZRJ5
map01100,K06949,lpn:lpg2743,Q5ZRX8
map01100,K07102,lpn:lpg0296,Q5ZYR5
map01100,K07250,lpn:lpg0239,Q5ZYX2
map01100,K07258,lpn:lpg1509,Q5ZVD1
map01100,K07259,lpn:lpg2589,Q5ZSD0
map01100,K07516,lpn:lpg1352,Q5ZVT8
map01100,K08281,lpn:lpg0271,Q5ZYU0
map01100,K08312,lpn:lpg2353,Q5ZT12
map01100,K08591,lpn:lpg2356,Q5ZT09
map01100,K08744,lpn:lpg2801,Q5ZRS9
map01100,K08973,lpn:lpg1536,Q5ZVA4
map01100,K09001,lpn:lpg1403,Q5ZVN7
map01100,K09458,lpn:lpg0102,Q5ZZA9
map01100,K09458,lpn:lpg1397,Q5ZVP3
map01100,K09699,lpn:lpg1560,Q5ZV80
map01100,K09903,lpn:lpg1712,Q5ZUT0
map01100,K10026,lpn:lpg2041,Q5ZTW7
map01100,K10536,lpn:lpg0005,Q5ZZK4
map01100,K11175,lpn:lpg1672,Q5ZUX0
map01100,K11381,lpn:lpg2581,Q5ZSD8
map01100,K11717,lpn:lpg0604,Q5ZXX6
map01100,K11752,lpn:lpg1177,Q5ZWA8
map01100,K11753,lpn:lpg0936,Q5ZWZ7
map01100,K11754,lpn:lpg1342,Q5ZVU8
map01100,K11755,lpn:lpg1193,Q5ZW93
map01100,K12251,lpn:lpg0007,Q5ZZK3
map01100,K12526,lpn:lpg1811,Q5ZUI7
map01100,K13017,lpn:lpg1424,Q5ZVL6
map01100,K13038,lpn:lpg2488,Q5ZSM9
map01100,K13503,lpn:lpg1734,Q5ZUQ9
map01100,K13766,lpn:lpg1828,Q5ZUH0
map01100,K13821,lpn:lpg1696,Q5ZUU6
map01100,K13953,lpn:lpg2492,Q5ZSM5
map01100,K13979,lpn:lpg0612,Q5ZXW9
map01100,K14153,lpn:lpg1568,Q5ZV72
map01100,K14652,lpn:lpg1179,Q5ZWA6
map01100,K15371,lpn:lpg0245,Q5ZYW6
map01100,K15371,lpn:lpg1581,Q5ZV59
map01100,K15633,lpn:lpg0501,Q5ZY71
map01100,K15778,lpn:lpg2486,Q5ZSN1
map01100,K16011,lpn:lpg2887,Q5ZRJ4
map01100,K16066,lpn:lpg0286,Q5ZYS5
map01100,K16171,lpn:lpg2279,Q5ZT83
map01100,K16329,lpn:lpg1928,Q5ZU79
map01100,K17103,lpn:lpg0474,Q5ZY98
map01100,K18278,lpn:lpg1565,Q5ZV75
map01100,K18429,lpn:lpg0753,Q5ZXH8
map01100,K18430,lpn:lpg0752,Q5ZXH9
map01100,K18431,lpn:lpg0751,Q5ZXI0
map01100,K18800,lpn:lpg0079,Q5ZZD2
map01100,K19002,lpn:lpg1632,Q5ZV10
map01100,K21071,lpn:lpg1913,Q5ZU94
map01100,K21480,lpn:lpg0229,Q5ZYY2
map01100,K23265,lpn:lpg1676,Q5ZUW6
map01100,K23269,lpn:lpg1678,Q5ZUW4
map01100,K23447,lpn:lpg1325,Q3V869
map01100,K26061,lpn:lpg1351,Q5ZVT9
map01100,K27802,lpn:lpg1690,P37032
map01110,K00010,lpn:lpg1652,Q5ZUZ0
map01110,K00013,lpn:lpg1199,Q5ZW87
map01110,K00014,lpn:lpg2808,Q5ZRS2
map01110,K00024,lpn:lpg2352,Q5ZT13
map01110,K00031,lpn:lpg0816,Q5ZXB6
map01110,K00036,lpn:lpg0416,Q5ZYF6
map01110,K00054,lpn:lpg2052,Q5ZTV6
map01110,K00057,lpn:lpg2309,Q5ZT56
map01110,K00059,lpn:lpg1395,Q5ZVP5
map01110,K00059,lpn:lpg2231,Q5ZTD1
map01110,K00067,lpn:lpg0757,Q5ZXH4
map01110,K00088,lpn:lpg1723,Q5ZUR9
map01110,K00088,lpn:lpg2843,Q5ZRN7
map01110,K00111,lpn:lpg1413,Q5ZVM7
map01110,K00133,lpn:lpg2302,Q5ZT63
map01110,K00134,lpn:lpg0138,Q5ZZ73
map01110,K00147,lpn:lpg1609,Q5ZV33
map01110,K00163,lpn:lpg1504,Q5ZVD6
map01110,K00164,lpn:lpg0532,Q5ZY41
map01110,K00166,lpn:lpg1558,Q5ZV82
map01110,K00167,lpn:lpg1559,Q5ZV81
map01110,K00174,lpn:lpg0947,Q5ZWY7
map01110,K00175,lpn:lpg0948,Q5ZWY6
map01110,K00208,lpn:lpg1854,Q5ZUE4
map01110,K00215,lpn:lpg0131,Q5ZZ80
map01110,K00228,lpn:lpg1215,Q5ZW72
map01110,K00239,lpn:lpg0530,Q5ZY43
map01110,K00240,lpn:lpg0531,Q5ZY42
map01110,K00241,lpn:lpg0528,Q5ZY45
map01110,K00242,lpn:lpg0529,Q5ZY44
map01110,K00252,lpn:lpg2580,Q5ZSD9
map01110,K00263,lpn:lpg2276,Q5ZT86
map01110,K00276,lpn:lpg2910,Q5ZRH2
map01110,K00282,lpn:lpg0116,Q5ZZ95
map01110,K00283,lpn:lpg0114,Q5ZZ97
map01110,K00286,lpn:lpg2015,Q5ZTZ3
map01110,K00382,lpn:lpg1502,Q5ZVD8
map01110,K00568,lpn:lpg1699,Q5ZUU3
map01110,K00570,lpn:lpg2158,Q5ZTK3
map01110,K00600,lpn:lpg0725,Q5ZXK6
map01110,K00602,lpn:lpg0460,Q5ZYB2
map01110,K00605,lpn:lpg0118,Q5ZZ93
map01110,K00606,lpn:lpg2661,Q5ZS58
map01110,K00611,lpn:lpg0496,Q5ZY76
map01110,K00615,lpn:lpg0139,Q5ZZ72
map01110,K00626,lpn:lpg1597,Q5ZV43
map01110,K00626,lpn:lpg1825,Q5ZUH3
map01110,K00627,lpn:lpg1503,Q5ZVD7
map01110,K00632,lpn:lpg1353,Q5ZVT7
map01110,K00645,lpn:lpg1394,Q5ZVP6
map01110,K00655,lpn:lpg0551,Q5ZY23
map01110,K00658,lpn:lpg0533,Q5ZY40
map01110,K00760,lpn:lpg1519,Q5ZVC1
map01110,K00764,lpn:lpg1674,Q5ZUW8
map01110,K00765,lpn:lpg1200,Q5ZW86
map01110,K00766,lpn:lpg0834,Q5ZX98
map01110,K00789,lpn:lpg2022,Q5ZTY6
map01110,K00791,lpn:lpg2696,Q5ZS23
map01110,K00793,lpn:lpg1178,Q5ZWA7
map01110,K00794,lpn:lpg1180,Q5ZWA5
map01110,K00795,lpn:lpg2330,Q5ZT35
map01110,K00800,lpn:lpg1419,Q5ZVM1
map01110,K00806,lpn:lpg0503,Q5ZY69
map01110,K00808,lpn:lpg2495,Q5ZSM2
map01110,K00812,lpn:lpg0070,Q5ZZE1
map01110,K00812,lpn:lpg2532,Q5ZSI5
map01110,K00817,lpn:lpg1198,Q5ZW88
map01110,K00817,lpn:lpg1998,Q5ZU10
map01110,K00821,lpn:lpg2968,Q5ZRB4
map01110,K00831,lpn:lpg1418,Q5ZVM2
map01110,K00845,lpn:lpg0419,Q5ZYF3
map01110,K00864,lpn:lpg1414,Q5ZVM6
map01110,K00869,lpn:lpg2039,Q5ZTW9
map01110,K00873,lpn:lpg0136,Q5ZZ75
map01110,K00891,lpn:lpg0932,Q5ZX01
map01110,K00927,lpn:lpg0137,Q5ZZ74
map01110,K00931,lpn:lpg1610,Q5ZV32
map01110,K00939,lpn:lpg1411,Q5ZVM9
map01110,K00940,lpn:lpg1548,Q5ZV92
map01110,K00948,lpn:lpg0543,Q5ZY30
map01110,K00948,lpn:lpg1023,Q5ZWR2
map01110,K00973,lpn:lpg0760,Q5ZXH1
map01110,K00981,lpn:lpg0504,Q5ZY68
map01110,K01004,lpn:lpg1584,Q5ZV56
map01110,K01007,lpn:lpg0805,Q5ZXC7
map01110,K01057,lpn:lpg0417,Q5ZYF5
map01110,K01081,lpn:lpg2677,Q5ZS42
map01110,K01089,lpn:lpg1197,Q5ZW89
map01110,K01091,lpn:lpg2294,Q5ZT71
map01110,K01092,lpn:lpg1748,Q5ZUP5
map01110,K01176,lpn:lpg1669,Q5ZUX3
map01110,K01176,lpn:lpg1671,Q5ZUX1
map01110,K01424,lpn:lpg2873,Q5ZRK8
map01110,K01425,lpn:lpg0241,Q5ZYX0
map01110,K01438,lpn:lpg1164,Q5ZWC1
map01110,K01568,lpn:lpg1155,Q5ZWD0
map01110,K01579,lpn:lpg2929,Q5ZRF3
map01110,K01585,lpn:lpg0006,A0A572
map01110,K01588,lpn:lpg0218,Q5ZYZ3
map01110,K01589,lpn:lpg0217,Q5ZYZ4
map01110,K01597,lpn:lpg2040,Q5ZTW8
map01110,K01599,lpn:lpg2028,Q5ZTY0
map01110,K01609,lpn:lpg0833,Q5ZX99
map01110,K01613,lpn:lpg2974,Q5ZRA9
map01110,K01623,lpn:lpg0470,Q5ZYA2
map01110,K01626,lpn:lpg0063,Q5ZZE7
map01110,K01626,lpn:lpg2027,Q5ZTY1
map01110,K01626,lpn:lpg2530,Q5ZSI7
map01110,K01647,lpn:lpg1415,Q5ZVM5
map01110,K01658,lpn:lpg0835,Q5ZX97
map01110,K01659,lpn:lpg1530,Q5ZVB0
map01110,K01679,lpn:lpg2937,Q5ZRE5
map01110,K01689,lpn:lpg2037,Q5ZTX1
map01110,K01695,lpn:lpg1305,Q5ZVY3
map01110,K01696,lpn:lpg1304,Q5ZVY4
map01110,K01698,lpn:lpg1808,Q5ZUJ0
map01110,K01710,lpn:lpg0758,Q5ZXH3
map01110,K01714,lpn:lpg2314,Q5ZT51
map01110,K01715,lpn:lpg0869,Q5ZX63
map01110,K01719,lpn:lpg2736,Q5ZRY5
map01110,K01733,lpn:lpg1643,Q5ZUZ9
map01110,K01735,lpn:lpg0933,Q5ZX00
map01110,K01736,lpn:lpg2303,Q5ZT62
map01110,K01738,lpn:lpg2951,Q5ZRD1
map01110,K01749,lpn:lpg2735,Q5ZRY6
map01110,K01752,lpn:lpg0790,Q5ZXE1
map01110,K01755,lpn:lpg0495,Q5ZY77
map01110,K01756,lpn:lpg0801,Q5ZXD1
map01110,K01760,lpn:lpg0890,Q5ZX43
map01110,K01772,lpn:lpg0425,Q5ZYE7
map01110,K01778,lpn:lpg0366,Q5ZYK6
map01110,K01782,lpn:lpg1596,Q5ZV44
map01110,K01783,lpn:lpg0664,Q5ZXR7
map01110,K01790,lpn:lpg0756,Q5ZXH5
map01110,K01803,lpn:lpg2792,Q5ZRT6
map01110,K01807,lpn:lpg0094,Q5ZZB7
map01110,K01810,lpn:lpg0759,Q5ZXH2
map01110,K01814,lpn:lpg1195,Q5ZW91
map01110,K01817,lpn:lpg1303,Q5ZVY5
map01110,K01823,lpn:lpg2051,Q5ZTV7
map01110,K01845,lpn:lpg1534,Q5ZVA6
map01110,K01885,lpn:lpg1911,Q5ZU96
map01110,K01895,lpn:lpg0127,Q5ZZ84
map01110,K01902,lpn:lpg0535,Q5ZY38
map01110,K01903,lpn:lpg0534,Q5ZY39
map01110,K01915,lpn:lpg1364,Q5ZVS6
